EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,PRI_tau_pt,PRI_tau_eta,PRI_tau_phi,PRI_lep_pt,PRI_lep_eta,PRI_lep_phi,PRI_met,PRI_met_phi,PRI_met_sumet,PRI_jet_num,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_leading_phi,PRI_jet_subleading_pt,PRI_jet_subleading_eta,PRI_jet_subleading_phi,PRI_jet_all_pt,Weight,Label
102603,106.09,14.412,75.899,25.45,,,,3.305,25.45,58.748000000000005,1.754,1.4080000000000001,,21.329,1.831,-1.5119999999999998,37.419000000000004,0.203,1.364,8.456,0.53,67.35300000000001,0,,,,,,,0.0,1.68161144262,b
102782,131.842,30.129,45.762,137.27200000000002,0.687,58.972,1.9569999999999999,1.7519999999999998,31.844,177.145,1.493,1.393,0.001,22.008000000000003,-1.585,2.6710000000000003,32.854,-0.513,1.286,94.488,1.834,208.71900000000002,2,89.007,-1.097,-1.704,33.275999999999996,-1.784,-0.884,122.28299999999999,0.00150187015894,s
102995,,75.14399999999999,49.655,29.484,,,,2.327,29.484,53.858000000000004,1.296,-1.364,,23.462,-1.53,2.399,30.396,-1.183,-1.5830000000000002,50.913999999999994,0.956,130.92700000000002,0,,,,,,,0.0,2.00833892461,b
103368,74.73100000000001,30.968000000000004,61.36,52.832,,,,1.776,52.832,80.59,1.8880000000000001,-1.03,,27.901,-0.75,-0.368,52.68899999999999,-1.3219999999999998,1.3130000000000002,4.552,-1.859,220.696,0,,,,,,,-0.0,1.0410558574200002,b
103535,127.95,3.77,70.054,73.648,,,,2.105,6.858,164.732,0.493,1.103,,56.942,-0.534,-2.793,28.07,-0.826,1.406,49.608000000000004,1.507,235.335,1,79.72,-1.69,-0.943,,,,79.72,0.0026533113373299996,s
103722,93.98299999999999,89.37,67.104,0.473,,,,2.568,0.473,76.67,2.412,-1.307,,22.474,2.068,-1.8940000000000001,54.196000000000005,2.193,0.672,37.885,-2.803,109.92399999999999,0,,,,,,,0.0,4.87698780166,b
104089,100.346,60.878,59.383,31.372,,,,2.7889999999999997,0.774,86.904,1.1059999999999999,-0.488,,26.118000000000002,-2.468,-2.813,28.895,-1.538,-0.184,32.272,3.1180000000000003,79.726,1,31.891,-0.9129999999999999,0.40700000000000003,,,,31.891,2.09224108287,b
104308,112.88,25.64,82.667,3.057,,,,3.1180000000000003,3.057,81.699,1.171,-1.413,,37.628,-0.315,0.177,44.071000000000005,-0.6609999999999999,-2.9219999999999997,4.0089999999999995,0.754,104.34299999999999,0,,,,,,,0.0,0.018636116672000002,s
104470,117.355,14.347000000000001,67.566,72.307,,,,3.0580000000000003,33.931,109.84200000000001,1.63,1.3969999999999998,,25.864,0.691,1.713,42.16,1.133,-1.3130000000000002,55.658,-1.016,166.68,1,41.818000000000005,2.394,2.37,,,,41.818000000000005,0.309795155685,b
104838,100.572,66.45,70.788,44.97,,,,3.0660000000000003,6.478,122.186,1.671,1.4140000000000001,,27.159000000000002,-1.656,0.971,45.38399999999999,-1.922,-2.084,41.726000000000006,-0.34600000000000003,191.658,1,49.644,-3.432,2.467,,,,49.644,4.63658609101,b
105073,150.934,15.193,116.53399999999999,113.10799999999999,6.612,1909.0020000000002,-10.93,2.279,2.031,264.763,2.995,0.608,0.914,31.149,-0.40299999999999997,1.44,93.28200000000001,0.9620000000000001,-3.0180000000000002,26.723000000000003,-2.713,227.02900000000002,2,74.975,3.2760000000000002,0.532,65.357,-3.3360000000000003,-0.7859999999999999,140.332,0.0015027048310099999,s
105214,116.316,68.891,99.333,32.52,1.258,102.01,-0.38799999999999996,2.432,32.861999999999995,173.83599999999998,0.547,-1.359,0.017,52.365,-0.6779999999999999,1.005,28.642,1.1840000000000002,2.569,44.167,-1.0759999999999998,252.55200000000002,2,46.445,-0.718,-0.6779999999999999,46.38399999999999,0.54,-2.7260000000000004,92.829,0.7440562472300001,b
105593,70.613,50.442,53.256,68.48100000000001,2.695,260.123,-1.7519999999999998,1.365,39.641,269.998,1.629,0.076,0.629,33.038000000000004,-1.246,-2.987,53.821000000000005,-1.171,1.933,14.99,-2.165,428.05,3,71.642,1.094,-0.983,64.755,-1.6019999999999999,0.389,183.139,0.07389912981499999,b
105797,112.204,0.818,85.821,64.494,1.4409999999999998,70.941,4.067,2.591,6.072,170.083,3.157,0.941,0.695,23.259,0.853,-1.6340000000000001,73.426,1.7069999999999999,2.2030000000000003,7.236000000000001,2.168,242.56900000000002,2,37.28,2.862,-1.358,36.117,1.421,-0.21100000000000002,73.39699999999999,0.0026533113373299996,s
105983,187.66099999999997,91.061,122.046,20.250999999999998,,,,2.971,20.250999999999998,122.38799999999999,1.569,1.319,,47.638999999999996,0.6990000000000001,2.327,74.749,0.228,-0.606,28.698,2.167,234.438,0,,,,,,,0.0,2.10688851372,b
106385,65.71600000000001,7.068,32.135,248.525,0.7020000000000001,148.465,-0.025,0.5479999999999999,70.55199999999999,390.901,0.706,0.8320000000000001,0.168,70.23,-0.4,2.028,49.589,-0.154,2.517,136.55100000000002,2.603,419.899,3,156.491,-0.037000000000000005,-1.225,68.108,0.665,0.083,271.082,0.300975113091,b
106471,105.461,4.426,68.883,45.025,,,,2.3480000000000003,3.444,121.899,0.8220000000000001,1.166,,40.442,-0.16699999999999998,-1.078,33.25,-0.588,2.8960000000000004,24.194000000000003,3.052,129.93,1,48.206,-2.1719999999999997,0.627,,,,48.206,0.0015027048310099999,s
106783,104.913,86.11200000000001,83.725,18.663,,,,2.306,21.092,127.59700000000001,2.011,-1.337,,31.326999999999998,1.485,2.8539999999999996,62.99100000000001,2.033,0.614,31.351,-2.028,225.33900000000003,1,33.278,1.014,-2.612,,,,33.278,2.11023009946,b
107158,96.678,28.1,59.983000000000004,93.809,,,,1.6880000000000002,30.755,144.53,0.722,1.4140000000000001,,46.388999999999996,-0.93,-0.75,33.506,-1.369,0.88,38.586,0.077,207.998,1,64.635,-2.046,2.987,,,,64.635,0.07389912981499999,b
107185,,68.937,85.023,61.111999999999995,,,,1.703,22.775,142.393,0.584,-0.58,,63.56,0.24,0.359,37.135999999999996,-1.082,1.432,57.608999999999995,3.114,246.747,1,41.696999999999996,-1.016,-1.45,,,,41.696999999999996,0.0026533113373299996,s
107522,69.957,72.253,62.87,2.134,,,,2.235,2.134,70.183,1.49,-1.3780000000000001,,28.19,2.011,-0.76,41.993,1.61,-2.9589999999999996,34.882,0.855,90.18700000000001,0,,,,,,,0.0,4.58825903824,b
107907,41.053999999999995,59.995,32.727,55.961999999999996,,,,0.865,9.361,122.116,0.9490000000000001,-0.265,,37.996,-1.314,2.032,36.039,-2.11,1.693,27.052,-2.011,220.239,1,48.081,0.753,-0.847,,,,48.081,1.99605905994,b
107936,107.319,14.683,53.325,96.5,5.565,1212.345,-5.907,1.8969999999999998,23.215999999999998,219.982,0.8009999999999999,1.264,0.883,36.648,2.3609999999999998,-2.717,29.373,2.3369999999999997,-0.82,64.491,-1.159,241.304,2,95.105,-1.4269999999999998,2.14,58.855,4.138,0.063,153.96,0.0015027048310099999,s
108290,,86.156,95.26899999999999,5.803,,,,2.499,5.803,100.713,1.4569999999999999,-1.4040000000000001,,40.99,0.514,-1.844,59.723,0.14300000000000002,1.9680000000000002,38.27,-0.276,137.286,0,,,,,,,0.0,4.55481430642,b
108642,119.979,11.125,75.997,44.683,,,,3.11,9.656,129.852,1.2229999999999999,-1.41,,34.096,1.746,1.861,41.702,1.995,-1.239,37.604,-1.521,187.47400000000002,1,54.053999999999995,2.411,1.746,,,,54.053999999999995,0.018636116672000002,s
108684,127.398,36.495,102.945,13.64,,,,3.109,13.64,69.714,1.205,-1.4140000000000001,,31.618000000000002,0.6970000000000001,-2.3930000000000002,38.096,-1.274,1.486,13.100999999999999,-0.426,131.375,0,,,,,,,0.0,5.62631736821,b
109051,113.88,14.037,81.248,135.12,0.9259999999999999,191.65599999999998,-0.024,1.4909999999999999,54.47,345.62199999999996,1.557,1.383,0.079,41.68600000000001,-0.9840000000000001,1.084,64.887,0.302,0.33,35.668,0.622,382.853,2,202.055,0.027000000000000003,-2.8789999999999996,36.993,-0.899,-0.022000000000000002,239.048,0.307169523947,b
109395,118.37700000000001,2.344,65.273,118.37200000000001,4.654,675.185,-5.405,1.724,0.452,220.625,0.907,1.048,0.9690000000000001,40.764,-1.383,-2.6689999999999996,36.992,-0.313,2.262,64.58,2.31,208.52900000000002,2,98.677,-2.226,-0.141,44.193000000000005,2.428,-1.432,142.87,0.0015027048310099999,s
109429,171.368,12.898,102.943,5.3629999999999995,,,,2.9960000000000004,5.3629999999999995,113.426,0.40299999999999997,-1.359,,80.85,-0.633,1.411,32.576,-0.8490000000000001,-1.577,45.18,-1.915,171.292,0,,,,,,,0.0,1.66117481634,b
109810,,75.692,97.16799999999999,53.262,,,,2.7969999999999997,1.3330000000000002,155.819,0.5920000000000001,-1.4140000000000001,,63.593,-0.325,0.672,37.633,-0.59,-2.112,64.949,2.428,159.064,1,54.593,0.14800000000000002,-1.2109999999999999,,,,54.593,1.7503952205900002,b
110167,107.006,19.92,75.995,2.425,,,,3.153,2.425,75.153,1.042,1.4140000000000001,,36.795,0.138,1.705,38.358000000000004,-0.163,-1.44,3.073,2.521,108.087,0,,,,,,,0.0,0.018636116672000002,s
110168,106.397,9.855,76.068,43.736999999999995,,,,2.351,7.032,128.457,1.209,1.318,,37.181,-1.035,-2.966,44.968999999999994,-0.763,-0.63,11.89,-1.06,136.254,1,46.306999999999995,0.11,1.8430000000000002,,,,46.306999999999995,1.68161144262,b
110547,108.584,70.551,92.01799999999999,5.482,,,,2.742,5.482,77.475,1.57,-1.3769999999999998,,30.148000000000003,-0.515,-2.883,47.327,-1.984,-0.5670000000000001,29.426,1.909,132.126,0,,,,,,,0.0,2.4467858374900002,b
110912,99.14,15.071,59.867,154.616,0.757,77.184,0.657,1.182,22.165,271.173,0.384,1.331,0.46299999999999997,86.54299999999999,-1.082,0.636,33.208,-1.227,-0.537,55.486000000000004,-0.184,298.469,2,89.068,-0.516,2.918,62.354,-1.273,-2.76,151.422,1.4548484726800002,b
110928,132.77700000000002,12.218,89.178,20.061,,,,2.9610000000000003,35.742,137.471,0.667,1.4,,52.902,-0.6829999999999999,-1.05,35.260999999999996,-1.239,2.324,13.45,2.8930000000000002,234.058,1,49.308,-1.551,1.665,,,,49.308,0.0015027048310099999,s
111329,95.975,23.750999999999998,65.87100000000001,75.736,,,,1.811,28.590999999999998,160.58100000000002,1.155,0.265,,36.586999999999996,0.685,-2.041,42.262,-0.141,2.63,40.274,2.046,297.033,1,81.732,1.001,0.037000000000000005,,,,81.732,0.07389912981499999,b
111556,111.414,14.76,75.226,27.791,,,,2.945,4.3,108.304,0.511,1.413,,50.977,-0.32899999999999996,-0.516,26.035999999999998,-0.8909999999999999,2.376,7.747000000000001,1.2830000000000001,206.78900000000002,1,31.291999999999998,-3.555,-3.0439999999999996,,,,31.291999999999998,0.0015027048310099999,s
111726,89.212,36.777,37.632,188.447,4.333,848.095,-4.037,0.9740000000000001,91.45100000000001,307.343,0.84,1.393,0.9990000000000001,43.731,-0.9229999999999999,0.36,36.736999999999995,-0.735,1.315,116.959,0.746,498.96,3,103.195,-2.977,-1.156,90.963,1.3559999999999999,-2.8289999999999997,226.875,0.0640607773058,b
112100,224.956,24.735,166.25799999999998,43.714,,,,3.5639999999999996,1.285,131.757,1.57,-1.047,,33.875,-1.949,2.491,53.178000000000004,0.675,-1.381,20.756,-0.618,160.274,1,44.70399999999999,1.608,1.5530000000000002,,,,44.70399999999999,2.92620390577,b
112309,,43.224,62.273999999999994,366.775,2.642,845.177,-0.177,0.991,214.57,699.059,0.34600000000000003,0.254,0.29600000000000004,103.014,-0.7559999999999999,0.23600000000000002,35.659,0.20600000000000002,0.47700000000000004,247.00799999999998,0.941,674.153,3,286.12,0.069,-2.363,158.849,-2.573,1.5090000000000001,560.386,0.0015027048310099999,s
112482,,70.111,51.407,83.29799999999999,,,,2.302,0.9309999999999999,133.653,1.04,-1.308,,25.123,-0.08199999999999999,-2.568,26.131,0.897,-0.485,102.51,1.003,135.695,1,82.398,0.7909999999999999,-2.323,,,,82.398,2.08545929914,b
112867,112.236,54.623000000000005,86.275,38.736,,,,3.1239999999999997,38.736,73.355,1.632,1.412,,27.868000000000002,-0.127,-0.6859999999999999,45.486999999999995,-1.431,2.758,28.115,-1.787,139.171,0,,,,,,,0.0,5.2952627439899995,b
113018,103.281,20.367,72.652,51.528999999999996,,,,2.305,51.528999999999996,75.786,0.8809999999999999,1.402,,40.29,0.165,-2.577,35.496,0.8740000000000001,-0.385,17.463,-1.227,231.419,0,,,,,,,0.0,0.018636116672000002,s
113251,40.086999999999996,33.641999999999996,30.287,39.684,,,,1.187,1.0290000000000001,92.84700000000001,1.286,-0.5820000000000001,,23.695999999999998,1.6740000000000002,0.428,30.471999999999998,1.945,1.584,18.070999999999998,-3.1,80.283,1,38.679,1.444,-1.655,,,,38.679,1.99524117749,b
113664,202.33700000000002,136.513,109.228,59.687,,,,3.03,22.965999999999998,133.266,1.4769999999999999,-1.311,,38.871,-1.089,-2.475,57.4,0.055,1.002,82.245,-1.91,203.28099999999998,1,36.996,-2.8369999999999997,1.176,,,,36.996,2.28846845942,b
113681,89.564,21.884,67.113,35.010999999999996,,,,3.266,0.9259999999999999,99.292,1.9180000000000001,-1.4140000000000001,,21.774,1.157,1.137,41.763999999999996,0.217,-1.9909999999999999,18.259,-2.806,144.653,1,35.754,-1.1909999999999998,0.787,,,,35.754,0.0015027048310099999,s
114062,,76.4,55.472,27.569000000000003,,,,2.386,27.569000000000003,59.397,1.8969999999999998,-1.413,,20.5,0.812,2.025,38.897,1.545,-0.24600000000000002,49.975,-2.342,104.802,0,,,,,,,0.0,2.2369575222,b
114361,128.964,12.804,83.506,32.629,1.4480000000000002,89.06299999999999,9.025,2.738,5.693,160.901,0.725,1.3619999999999999,0.0,50.016999999999996,-1.16,-0.5429999999999999,36.277,-1.213,2.194,24.791,1.764,191.168,2,37.808,2.366,-0.98,36.798,3.8139999999999996,-3.0839999999999996,74.607,0.018636116672000002,s
114456,84.84299999999999,24.351,63.754,309.577,2.206,383.684,1.074,0.5539999999999999,51.876999999999995,581.632,0.475,0.09,0.0,164.748,-1.459,1.9409999999999998,78.33,-2.011,1.893,70.104,1.5630000000000002,717.7719999999999,3,215.425,0.41100000000000003,-0.98,90.2,2.616,-1.4969999999999999,338.55400000000003,0.0640607773058,b
114833,,112.774,57.505,46.794,,,,1.984,2.779,103.62799999999999,1.704,-1.084,,20.090999999999998,1.317,0.934,34.229,-0.45899999999999996,1.818,92.98700000000001,-1.3880000000000001,173.174,1,49.308,1.344,2.0469999999999997,,,,49.308,0.7440562472300001,b
115142,84.113,7.771,53.545,26.504,,,,2.6889999999999996,26.504,52.608999999999995,1.01,-0.265,,26.169,-1.5719999999999998,0.258,26.44,-0.94,-2.356,23.118000000000002,-2.6710000000000003,86.381,0,,,,,,,0.0,0.018636116672000002,s
115174,99.954,77.278,83.652,52.068999999999996,,,,2.174,4.854,141.289,3.324,-1.203,,21.459,-1.855,-0.9640000000000001,71.322,-0.41700000000000004,-2.595,21.223000000000003,0.78,171.825,1,48.50899999999999,-0.451,0.934,,,,48.50899999999999,2.71323272348,b
115524,101.06,39.211999999999996,69.756,1.6569999999999998,,,,3.253,1.6569999999999998,55.327,1.3940000000000001,-1.3969999999999998,,23.114,1.881,0.862,32.213,0.408,-2.0380000000000003,12.85,1.645,108.531,0,,,,,,,0.0,5.29795807182,b
115903,149.224,106.762,106.632,54.872,,,,2.3280000000000003,39.797,179.55700000000002,1.1740000000000002,-0.696,,48.696000000000005,0.713,2.6010000000000004,57.15,-0.278,-1.575,50.391999999999996,1.7730000000000001,232.928,1,73.711,-0.509,0.23800000000000002,,,,73.711,0.7440562472300001,b
115953,87.23700000000001,16.338,61.543,1.197,,,,2.833,1.197,62.828,0.72,-1.39,,36.522,-1.925,2.9819999999999998,26.305999999999997,-1.726,-0.475,14.668,0.38299999999999995,49.542,0,,,,,,,0.0,0.018636116672000002,s
116289,,65.342,58.941,62.343999999999994,0.943,110.344,3.353,3.048,55.732,197.31099999999998,1.6740000000000002,-1.4140000000000001,0.619,21.930999999999997,-1.6480000000000001,3.0189999999999997,36.705999999999996,-2.218,-0.27,62.606,1.23,283.22700000000003,3,62.666000000000004,-2.363,-1.703,40.359,-1.419,0.895,138.674,1.4548484726800002,b
116624,114.26,17.18,81.141,19.337,,,,3.125,19.337,79.532,0.662,-1.411,,47.843999999999994,-0.149,0.067,31.688000000000002,-0.7290000000000001,-3.003,34.209,2.752,205.65200000000002,0,,,,,,,0.0,0.018636116672000002,s
116685,82.991,1.038,33.503,176.858,1.9180000000000001,245.122,0.29100000000000004,1.149,5.547000000000001,267.252,1.193,1.0190000000000001,0.619,27.405,2.344,1.733,32.693000000000005,1.765,0.741,127.427,0.757,283.625,2,132.321,0.141,-2.6689999999999996,74.832,2.059,-1.568,207.15400000000002,1.4548484726800002,b
117073,87.71600000000001,37.999,56.553000000000004,47.088,,,,2.175,47.088,64.286,1.272,1.357,,28.291999999999998,1.6880000000000002,-1.979,35.994,1.6230000000000002,0.195,19.587,-1.4,169.113,0,,,,,,,-0.0,1.68161144262,b
117377,132.536,6.521,81.467,56.147,,,,2.467,45.633,121.806,1.016,0.687,,41.463,-1.169,-1.3430000000000002,42.115,-0.609,1.0590000000000002,40.900999999999996,1.217,306.385,1,38.228,-2.8760000000000003,2.8680000000000003,,,,38.228,0.0015027048310099999,s
117439,,122.49700000000001,83.689,7.495,,,,1.8980000000000001,7.495,83.012,1.839,-1.337,,29.237,0.396,1.6640000000000001,53.775,-1.357,0.938,70.71600000000001,-1.9709999999999999,122.79799999999999,0,,,,,,,0.0,2.64226453118,b
117816,,71.40899999999999,81.696,2.657,,,,2.695,2.657,51.497,1.5219999999999998,-1.4040000000000001,,20.419,2.109,-2.249,31.079,-0.302,-1.046,43.888999999999996,1.579,84.787,0,,,,,,,0.0,6.263005721540001,b
118081,100.99600000000001,11.104000000000001,55.27,61.218999999999994,4.448,318.656,-4.562,2.688,2.164,126.506,1.209,1.307,0.8079999999999999,25.785999999999998,0.41100000000000003,1.459,31.175,0.408,-2.135,49.787,-2.418,152.761,2,38.054,-2.844,0.071,31.491,1.604,1.178,69.545,0.0015027048310099999,s
118202,111.96799999999999,37.152,76.735,45.048,1.4480000000000002,126.72200000000001,0.732,2.7110000000000003,14.605,191.49599999999998,1.161,1.413,0.313,36.115,0.057999999999999996,1.023,41.935,0.34,-2.5639999999999996,27.021,2.551,414.765,2,82.74799999999999,0.397,-0.9390000000000001,30.697,1.845,1.714,113.445,0.0713571365583,b
118582,77.767,45.216,54.378,37.232,,,,2.873,3.341,88.49799999999999,1.631,1.413,,20.414,-2.049,2.964,33.303000000000004,-1.38,0.171,28.426,1.821,171.021,1,34.782,-1.662,-1.661,,,,34.782,2.1625503935299997,b
118847,106.95700000000001,4.7410000000000005,74.19,2.045,,,,3.2089999999999996,2.045,67.937,0.703,-1.401,,39.9,-2.124,-2.895,28.035999999999998,-1.196,0.177,10.123,0.45899999999999996,87.39299999999999,0,,,,,,,-0.0,0.018636116672000002,s
118960,66.161,20.964000000000002,50.895,19.049,,,,2.524,19.049,54.324,1.604,-1.3869999999999998,,20.858,0.52,-2.887,33.466,0.8370000000000001,0.892,8.443999999999999,-0.45399999999999996,74.347,0,,,,,,,0.0,1.68161144262,b
119343,,70.933,55.998000000000005,24.169,,,,2.17,24.169,59.71,1.443,-1.4069999999999998,,24.436999999999998,-0.218,2.713,35.273,0.6659999999999999,0.731,50.559,-1.263,179.153,0,,,,,,,-0.0,4.832279790019999,b
119560,97.681,73.033,74.49600000000001,52.736000000000004,,,,2.872,52.736000000000004,74.941,0.992,1.401,,37.622,0.252,-2.515,37.319,0.09,0.9009999999999999,44.76,3.111,237.264,0,,,,,,,0.0,0.0015027048310099999,s
119731,157.607,76.063,101.556,0.10300000000000001,,,,3.1060000000000003,0.10300000000000001,86.134,1.749,-1.364,,31.331,-1.062,2.634,54.803000000000004,0.29,-0.162,27.438000000000002,-2.911,128.694,0,,,,,,,0.0,5.39804012363,b
120113,97.51,2.416,56.763999999999996,45.291000000000004,,,,2.6860000000000004,3.835,97.402,1.153,0.8590000000000001,,23.659000000000002,-0.562,-2.7,27.285999999999998,0.589,-0.273,34.134,-0.19399999999999998,176.482,1,46.457,-0.222,2.661,,,,46.457,1.68161144262,b
120285,123.845,8.454,23.195,452.30699999999996,2.932,1041.242,-1.107,0.61,0.616,582.359,0.531,1.194,0.43799999999999994,52.235,0.7090000000000001,-2.861,27.752,0.311,-2.399,375.809,-2.4819999999999998,580.7040000000001,2,291.867,0.445,1.001,210.50400000000002,-2.487,0.08199999999999999,502.37199999999996,0.0015027048310099999,s
120499,90.09299999999999,153.07299999999998,79.132,212.075,2.245,297.314,-1.159,0.963,54.01,498.58099999999996,7.023,-1.4040000000000001,0.04,30.034000000000002,-0.778,1.131,210.928,-1.695,0.836,27.888,-2.176,522.6990000000001,3,143.421,1.439,-1.839,77.27600000000001,-0.805,-2.381,257.619,0.307169523947,b
120871,135.062,80.685,79.679,37.766,1.296,78.997,-0.28600000000000003,3.325,20.651,175.88299999999998,1.314,-1.4140000000000001,0.054000000000000006,29.958000000000002,1.859,0.8340000000000001,39.363,0.742,-2.2969999999999997,45.34,1.4469999999999998,236.87,3,45.602,0.28300000000000003,-2.6,30.835,-1.013,-0.8340000000000001,106.561,1.05683270306,b
121017,110.113,14.244000000000002,85.09100000000001,84.37799999999999,,,,1.7480000000000002,20.296,179.627,1.3359999999999999,0.366,,42.927,0.618,1.53,57.358999999999995,1.739,0.19,11.020999999999999,-0.385,268.157,1,79.34100000000001,1.665,-2.755,,,,79.34100000000001,0.018636116672000002,s
121245,304.14,117.852,240.425,22.331,,,,3.052,22.331,214.296,1.167,-1.317,,98.891,-0.42700000000000005,-0.28300000000000003,115.404,0.593,2.593,30.377,-0.745,131.47,0,,,,,,,0.0,2.14286265457,b
121637,103.96,15.985,71.245,53.387,,,,2.52,3.782,118.33,1.469,1.351,,26.656,0.35200000000000004,0.005,39.152,-0.866,-2.201,21.916999999999998,-1.6480000000000001,144.171,1,52.523,-1.3419999999999999,1.537,,,,52.523,0.309795155685,b
121726,128.559,23.08,96.95700000000001,47.543,2.891,256.39099999999996,0.65,3.554,1.516,199.512,2.503,1.4140000000000001,0.987,21.71,0.26899999999999996,-3.065,54.342,-1.4869999999999999,0.025,17.854,-0.7340000000000001,208.84099999999998,2,85.289,-0.209,2.759,38.171,-3.1,-0.5710000000000001,123.46,0.0015027048310099999,s
122018,71.045,52.479,54.906000000000006,26.807,,,,3.1310000000000002,26.807,54.617,0.9690000000000001,-1.4140000000000001,,27.745,0.353,0.43200000000000005,26.872,0.557,-2.6919999999999997,26.085,0.7170000000000001,109.73100000000001,0,,,,,,,0.0,1.8897361632700003,b
122405,101.51,4.831,73.827,21.531,,,,3.233,21.531,67.345,0.86,1.409,,36.215,1.847,2.123,31.13,0.9620000000000001,-0.986,26.234,-0.8170000000000001,171.579,0,,,,,,,0.0,0.018636116672000002,s
122421,90.44,23.267,66.529,34.378,2.583,246.942,-0.862,2.821,4.552,200.375,2.481,1.413,0.812,20.823,0.179,0.451,51.672,-0.308,-2.3280000000000003,5.071000000000001,-0.7240000000000001,250.071,2,75.578,0.39399999999999996,1.719,52.302,-2.189,-1.125,127.88,0.309795155685,b
122786,88.01100000000001,63.223,79.586,8.613,,,,2.525,8.613,63.468,1.37,-1.412,,26.774,-1.5390000000000001,0.564,36.694,0.218,2.377,32.666,-1.604,133.806,0,,,,,,,0.0,2.51141274622,b
123151,,109.71799999999999,23.068,8.193,,,,0.716,8.193,69.02199999999999,2.319,-1.034,,20.796,-0.447,0.991,48.227,0.188,1.3230000000000002,62.406000000000006,-1.83,114.024,0,,,,,,,0.0,2.27815299171,b
123203,140.797,43.233000000000004,99.52,81.251,,,,2.924,2.239,194.551,0.306,1.3880000000000001,,87.705,1.867,-0.65,26.816999999999997,1.344,2.227,19.969,-0.184,222.581,1,80.028,2.805,2.6660000000000004,,,,80.028,0.0015027048310099999,s
